Gender,PromClass,Gender_code,PromSilver,PromTin,PromGold,Affl,Age,LTime,Spend,TargetBuy
M,Tin,0,0,1,0,7,47,8,0.01,0
F,Gold,1,0,0,1,3,58,13,19171.95,0
M,Gold,0,0,0,1,9,48,5,10500,0
F,Silver,1,1,0,0,6,65,17,3213.27,0
F,Tin,1,0,1,0,6,44,5,0.01,0
F,Gold,1,0,0,1,5,49,4,16000,0
F,Silver,1,1,0,0,5,44,8,1005,1
F,Gold,1,0,0,1,12,38,5,15500,0
F,Tin,1,0,1,0,8,46,8,0.01,0
F,Tin,1,0,1,0,10,28,5,0.01,1
F,Gold,1,0,0,1,6,73,7,9053.35,0
F,Silver,1,1,0,0,5,74,2,3000,0
M,Gold,0,0,0,1,6,48,4,6053.34,0
F,Platinum,1,0,0,0,11,58,3,20406.2,1
F,Tin,1,0,1,0,13,71,5,0.01,1
F,Gold,1,0,0,1,10,76,8,11800,0
F,Gold,1,0,0,1,10,58,2,6000,0
M,Silver,0,1,0,0,8,69,24,1420,0
M,Gold,0,0,0,1,8,72,4,7000,1
F,Silver,1,1,0,0,12,33,9,500,1
M,Gold,0,0,0,1,6,29,1,10000,0
F,Gold,1,0,0,1,10,39,3,10000,1
M,Tin,0,0,1,0,7,45,5,0.01,0
F,Gold,1,0,0,1,9,68,2,12000,0
F,Silver,1,1,0,0,16,49,2,2000,1
F,Tin,1,0,1,0,7,74,8,0.01,0
M,Gold,0,0,0,1,14,45,2,7000,0
M,Platinum,0,0,0,0,10,54,10,50050,1
F,Silver,1,1,0,0,2,63,1,5000,0
M,Platinum,0,0,0,0,18,62,9,23000,1
F,Gold,1,0,0,1,9,32,1,10000,1
M,Tin,0,0,1,0,11,58,8,0.01,0
M,Platinum,0,0,0,0,6,58,3,20610.65,0
M,Silver,0,1,0,0,5,58,8,3000,0
F,Tin,1,0,1,0,13,48,8,0.01,1
F,Silver,1,1,0,0,10,57,12,3053.35,1
M,Gold,0,0,0,1,17,57,8,12105.32,0
F,Gold,1,0,0,1,4,65,2,6000,1
M,Gold,0,0,0,1,8,75,2,6000,1
M,Silver,0,1,0,0,6,74,12,3000,0
F,Tin,1,0,1,0,6,76,8,0.01,0
F,Silver,1,1,0,0,6,58,2,3000,0
F,Tin,1,0,1,0,5,36,5,0.01,0
F,Tin,1,0,1,0,10,37,5,0.01,0
F,Tin,1,0,1,0,13,35,8,0.01,1
F,Silver,1,1,0,0,9,43,8,50.01,1
M,Tin,0,0,1,0,10,44,8,0.01,1
F,Tin,1,0,1,0,4,38,8,0.01,0
F,Gold,1,0,0,1,13,62,8,18426.67,0
F,Platinum,1,0,0,0,9,55,9,24300,0
M,Silver,0,1,0,0,10,46,9,3120,0
M,Silver,0,1,0,0,7,66,8,1200,0
F,Tin,1,0,1,0,8,56,5,0.01,0
M,Silver,0,1,0,0,8,55,18,23.84,0
M,Tin,0,0,1,0,8,53,4,0.01,0
F,Silver,1,1,0,0,14,58,18,100,1
F,Tin,1,0,1,0,8,56,8,0.01,0
F,Gold,1,0,0,1,11,67,11,12620.93,1
F,Tin,1,0,1,0,8,51,5,0.01,0
M,Silver,0,1,0,0,7,65,8,3000,0
M,Silver,0,1,0,0,13,69,5,5000,0
M,Gold,0,0,0,1,8,57,16,17496.51,0
F,Tin,1,0,1,0,11,36,7,0.01,1
F,Silver,1,1,0,0,5,58,5,1000,0
F,Gold,1,0,0,1,7,65,2,12000,0
M,Tin,0,0,1,0,8,51,4,0.01,0
M,Silver,0,1,0,0,7,62,11,4884.25,0
M,Platinum,0,0,0,0,6,70,4,32000,0
F,Silver,1,1,0,0,6,41,10,3052.66,1
M,Gold,0,0,0,1,11,48,1,6000,0
M,Silver,0,1,0,0,20,22,2,100,1
F,Gold,1,0,0,1,9,74,12,6000,0
F,Gold,1,0,0,1,9,32,2,6000,1
F,Tin,1,0,1,0,8,32,5,0.01,0
F,Silver,1,1,0,0,13,49,9,500,0
M,Gold,0,0,0,1,12,63,13,5500,0
M,Silver,0,1,0,0,12,76,9,364.38,0
F,Silver,1,1,0,0,8,59,9,3000,1
F,Platinum,1,0,0,0,8,71,3,20767.52,0
M,Gold,0,0,0,1,10,63,4,6000,0
F,Silver,1,1,0,0,4,61,1,3000,0
F,Silver,1,1,0,0,11,48,5,900,1
M,Silver,0,1,0,0,16,47,5,1000,0
M,Tin,0,0,1,0,7,53,4,0.01,0
F,Gold,1,0,0,1,6,77,32,6000,0
M,Platinum,0,0,0,0,7,69,4,25162.77,0
M,Tin,0,0,1,0,18,48,7,0.01,1
F,Silver,1,1,0,0,8,71,31,4884.25,1
F,Silver,1,1,0,0,16,58,9,5000,0
F,Silver,1,1,0,0,8,51,5,3000,0
F,Silver,1,1,0,0,11,54,8,1500,0
F,Silver,1,1,0,0,16,69,8,3000,0
F,Tin,1,0,1,0,11,49,5,0.01,0
M,Tin,0,0,1,0,6,47,8,0.01,0
F,Silver,1,1,0,0,12,49,5,600,1
F,Gold,1,0,0,1,9,55,5,10000,1
F,Gold,1,0,0,1,7,67,9,11035.58,0
M,Silver,0,1,0,0,9,61,4,1000,0
M,Silver,0,1,0,0,4,49,9,900,0
F,Silver,1,1,0,0,10,54,5,100.01,0
F,Tin,1,0,1,0,8,72,8,0.01,1
F,Gold,1,0,0,1,14,52,6,6053.34,1
F,Silver,1,1,0,0,6,65,2,3000,0
F,Silver,1,1,0,0,9,70,5,3000,1
F,Tin,1,0,1,0,10,40,5,0.01,1
F,Gold,1,0,0,1,5,74,2,6000,0
F,Silver,1,1,0,0,7,33,13,1500,1
F,Tin,1,0,1,0,8,58,4,0.01,0
F,Tin,1,0,1,0,11,53,8,0.01,1
F,Silver,1,1,0,0,8,46,22,3000,0
F,Silver,1,1,0,0,3,70,8,3000,0
F,Silver,1,1,0,0,14,40,1,100,1
M,Silver,0,1,0,0,8,56,10,3000,0
F,Tin,1,0,1,0,8,46,4,0.01,0
F,Tin,1,0,1,0,8,44,5,0.01,0
F,Gold,1,0,0,1,7,48,7,6105.32,1
F,Silver,1,1,0,0,15,71,5,1500,1
F,Silver,1,1,0,0,9,32,1,600,1
F,Tin,1,0,1,0,7,51,9,0.01,0
F,Gold,1,0,0,1,9,60,2,11858.52,0
F,Gold,1,0,0,1,6,52,7,8200,0
M,Tin,0,0,1,0,8,48,7,0.01,0
M,Tin,0,0,1,0,12,74,7,0.01,1
F,Silver,1,1,0,0,4,42,8,4884.25,1
M,Silver,0,1,0,0,5,23,5,480,0
F,Silver,1,1,0,0,7,33,11,2000,0
F,Silver,1,1,0,0,4,51,14,2200,0
F,Silver,1,1,0,0,5,20,3,1208.13,1
F,Gold,1,0,0,1,9,29,3,10000,1
F,Tin,1,0,1,0,16,43,6,0.01,1
F,Silver,1,1,0,0,11,63,9,300,1
F,Silver,1,1,0,0,12,61,5,1500,0
F,Gold,1,0,0,1,4,43,8,6000,0
F,Gold,1,0,0,1,10,53,10,9630,0
F,Silver,1,1,0,0,7,60,1,4000,1
M,Silver,0,1,0,0,9,45,4,2000,0
F,Silver,1,1,0,0,12,40,4,2000,0
F,Gold,1,0,0,1,11,68,3,15000,0
F,Silver,1,1,0,0,10,51,6,3422.48,0
M,Silver,0,1,0,0,14,57,9,800,1
F,Tin,1,0,1,0,10,51,5,0.01,0
F,Silver,1,1,0,0,7,31,7,531.36,0
F,Gold,1,0,0,1,11,24,6,6053.35,1
F,Tin,1,0,1,0,8,45,4,0.01,0
M,Silver,0,1,0,0,4,46,9,3000,0
F,Tin,1,0,1,0,6,55,5,0.01,1
F,Silver,1,1,0,0,10,55,12,4234.11,0
M,Silver,0,1,0,0,12,65,8,3000,0
F,Gold,1,0,0,1,7,66,6,6000,0
M,Silver,0,1,0,0,20,48,9,500,1
M,Silver,0,1,0,0,9,57,1,3000,0
F,Gold,1,0,0,1,4,77,9,6035.46,0
F,Gold,1,0,0,1,11,44,7,6053.35,0
M,Tin,0,0,1,0,12,27,5,0.01,0
F,Silver,1,1,0,0,6,64,4,1440,0
F,Tin,1,0,1,0,8,59,5,0.01,0
M,Silver,0,1,0,0,7,67,9,50.01,0
M,Silver,0,1,0,0,13,50,5,500,0
F,Gold,1,0,0,1,11,36,6,9053.35,1
F,Tin,1,0,1,0,10,35,4,0.01,0
F,Tin,1,0,1,0,12,41,8,0.01,1
M,Tin,0,0,1,0,8,48,5,0.01,0
F,Silver,1,1,0,0,5,36,2,75,1
F,Gold,1,0,0,1,9,67,8,12105.32,0
F,Gold,1,0,0,1,16,70,14,19053.34,1
F,Silver,1,1,0,0,3,72,16,3000,0
F,Tin,1,0,1,0,10,36,4,0.01,1
M,Gold,0,0,0,1,8,44,6,6107.64,0
F,Silver,1,1,0,0,6,77,8,3000,0
F,Gold,1,0,0,1,8,64,8,10300,0
F,Tin,1,0,1,0,5,28,5,0.01,1
F,Gold,1,0,0,1,10,51,1,10000,0
F,Gold,1,0,0,1,8,51,2,6000,0
F,Gold,1,0,0,1,11,42,4,6000,0
M,Silver,0,1,0,0,12,54,12,3000,0
M,Silver,0,1,0,0,8,40,1,420,0
F,Tin,1,0,1,0,9,38,8,0.01,1
M,Tin,0,0,1,0,5,51,8,0.01,0
F,Silver,1,1,0,0,6,39,5,2000,1
F,Gold,1,0,0,1,9,50,1,6000,0
M,Gold,0,0,0,1,7,41,10,6315,0
F,Tin,1,0,1,0,11,70,6,0.01,1
F,Gold,1,0,0,1,13,48,9,6000,0
F,Tin,1,0,1,0,5,28,5,0.01,0
F,Gold,1,0,0,1,4,62,9,6000,0
M,Gold,0,0,0,1,11,70,11,6053.34,1
F,Silver,1,1,0,0,18,38,4,1000,1
F,Tin,1,0,1,0,9,76,7,0.01,0
M,Silver,0,1,0,0,12,49,8,2350,0
M,Gold,0,0,0,1,9,57,2,6000,0
F,Silver,1,1,0,0,3,74,2,4000,1
F,Silver,1,1,0,0,10,36,5,600,1
M,Gold,0,0,0,1,13,55,1,11000,1
F,Silver,1,1,0,0,14,50,3,5000,0
F,Tin,1,0,1,0,16,31,5,0.01,1
F,Tin,1,0,1,0,14,43,4,0.01,1
M,Platinum,0,0,0,0,9,76,4,22025,0
F,Tin,1,0,1,0,10,65,8,0.01,0
M,Tin,0,0,1,0,8,58,4,0.01,0
F,Tin,1,0,1,0,8,39,5,0.01,1
F,Gold,1,0,0,1,6,65,24,9768.5,1
F,Silver,1,1,0,0,8,44,11,3500,0
F,Silver,1,1,0,0,10,47,9,3000,0
M,Gold,0,0,0,1,10,63,2,6000,0
M,Tin,0,0,1,0,7,51,8,0.01,0
F,Tin,1,0,1,0,11,51,8,0.01,0
F,Tin,1,0,1,0,8,52,5,0.01,0
F,Gold,1,0,0,1,14,50,11,10166.01,0
F,Silver,1,1,0,0,8,47,2,5000,0
F,Silver,1,1,0,0,7,64,5,2000,0
M,Gold,0,0,0,1,16,60,12,6105.32,0
F,Silver,1,1,0,0,8,52,2,4199.92,0
F,Tin,1,0,1,0,8,54,7,0.01,0
F,Silver,1,1,0,0,7,43,4,4000,0
F,Gold,1,0,0,1,26,55,13,6000,1
M,Gold,0,0,0,1,7,22,1,6000,0
F,Gold,1,0,0,1,10,56,2,6000,1
M,Tin,0,0,1,0,6,57,5,0.01,0
M,Silver,0,1,0,0,7,49,11,5000,0
M,Tin,0,0,1,0,5,41,9,0.01,1
F,Gold,1,0,0,1,5,74,14,13791.44,0
F,Tin,1,0,1,0,14,36,11,0.01,1
F,Silver,1,1,0,0,18,33,9,500,1
F,Silver,1,1,0,0,14,36,5,0.02,0
F,Silver,1,1,0,0,4,39,3,3000,0
F,Gold,1,0,0,1,9,19,1,6000,0
F,Silver,1,1,0,0,4,40,2,1167.88,0
F,Tin,1,0,1,0,12,63,4,0.01,0
F,Tin,1,0,1,0,12,36,4,0.01,1
M,Silver,0,1,0,0,13,48,4,3000,0
F,Silver,1,1,0,0,8,53,1,1000,0
F,Silver,1,1,0,0,5,79,9,500,0
F,Silver,1,1,0,0,13,42,8,3200,0
F,Silver,1,1,0,0,6,53,5,3000,0
F,Silver,1,1,0,0,7,63,9,4035.88,0
M,Silver,0,1,0,0,9,52,4,1000,0
M,Silver,0,1,0,0,11,57,8,3000,1
F,Tin,1,0,1,0,7,37,9,0.01,1
F,Silver,1,1,0,0,7,58,11,1000,0
F,Tin,1,0,1,0,20,41,5,0.01,1
F,Gold,1,0,0,1,14,52,4,20000,1
M,Gold,0,0,0,1,6,53,5,12053.35,0
F,Tin,1,0,1,0,7,47,8,0.01,0
M,Silver,0,1,0,0,4,69,5,1500,0
M,Gold,0,0,0,1,11,52,8,6052.65,0
M,Silver,0,1,0,0,17,52,1,1000,0
M,Silver,0,1,0,0,14,62,5,2000,0
F,Gold,1,0,0,1,12,62,8,12105.32,0
F,Gold,1,0,0,1,5,49,4,5040,0
F,Gold,1,0,0,1,7,78,5,6000,0
M,Gold,0,0,0,1,8,60,13,13000,0
F,Gold,1,0,0,1,6,62,8,8300,0
F,Tin,1,0,1,0,9,44,5,0.01,1
F,Tin,1,0,1,0,14,74,8,0.01,0
M,Tin,0,0,1,0,5,62,5,0.01,0
F,Silver,1,1,0,0,5,54,4,4000,0
F,Tin,1,0,1,0,15,44,8,0.01,1
F,Tin,1,0,1,0,7,45,8,0.01,0
F,Silver,1,1,0,0,11,29,9,1000,1
F,Tin,1,0,1,0,2,54,8,0.01,0
M,Gold,0,0,0,1,6,51,7,15053.35,0
F,Tin,1,0,1,0,6,49,8,0.01,0
F,Tin,1,0,1,0,7,49,9,0.01,0
M,Gold,0,0,0,1,9,50,1,12000,0
F,Silver,1,1,0,0,9,67,4,1000,0
M,Tin,0,0,1,0,9,48,8,0.01,0
F,Gold,1,0,0,1,5,57,2,6000,0
M,Silver,0,1,0,0,8,62,18,2679.2,0
F,Tin,1,0,1,0,9,57,11,0.01,0
F,Tin,1,0,1,0,8,40,10,0.01,1
F,Silver,1,1,0,0,6,51,5,1000,0
F,Tin,1,0,1,0,11,45,5,0.01,0
F,Silver,1,1,0,0,9,59,4,1000,0
M,Tin,0,0,1,0,7,31,7,0.01,1
F,Silver,1,1,0,0,10,47,2,37.01,0
M,Silver,0,1,0,0,7,38,7,350,0
F,Gold,1,0,0,1,6,73,11,9107.17,0
M,Silver,0,1,0,0,10,52,9,360,0
F,Gold,1,0,0,1,13,77,5,6000,0
F,Silver,1,1,0,0,6,70,5,3000,0
F,Tin,1,0,1,0,3,62,11,0.01,0
F,Gold,1,0,0,1,10,62,3,9000,0
M,Tin,0,0,1,0,3,41,5,0.01,0
M,Gold,0,0,0,1,13,52,1,6000,0
M,Silver,0,1,0,0,5,67,28,3300.01,0
F,Gold,1,0,0,1,10,67,31,6000,0
F,Platinum,1,0,0,0,12,40,3,20487.4,1
F,Platinum,1,0,0,0,13,60,5,22000,1
F,Tin,1,0,1,0,13,64,7,0.01,1
M,Gold,0,0,0,1,6,51,7,18106.7,0
F,Platinum,1,0,0,0,8,71,5,20500,1
F,Silver,1,1,0,0,8,45,6,2000,0
M,Tin,0,0,1,0,5,62,7,0.01,0
F,Gold,1,0,0,1,6,67,6,7000,0
F,Tin,1,0,1,0,2,55,8,0.01,0
F,Platinum,1,0,0,0,9,68,3,23690.92,1
M,Silver,0,1,0,0,6,37,9,500,0
F,Platinum,1,0,0,0,10,47,1,55000,0
F,Silver,1,1,0,0,10,75,9,2650,1
M,Silver,0,1,0,0,10,47,5,3000,0
M,Silver,0,1,0,0,1,45,8,3000,0
F,Tin,1,0,1,0,15,33,5,0.01,1
F,Gold,1,0,0,1,10,72,25,6000,0
M,Platinum,0,0,0,0,5,68,3,20665.56,0
M,Tin,0,0,1,0,9,49,4,0.01,0
F,Silver,1,1,0,0,9,44,11,3746.34,0
F,Gold,1,0,0,1,6,52,5,6053.35,1
F,Silver,1,1,0,0,10,36,9,1600,1
F,Silver,1,1,0,0,7,59,5,2500,0
F,Gold,1,0,0,1,8,51,7,6053.35,0
F,Tin,1,0,1,0,15,26,5,0.01,1
F,Gold,1,0,0,1,15,64,2,6000,1
F,Tin,1,0,1,0,5,41,5,0.01,0
F,Silver,1,1,0,0,8,65,5,1000,1
F,Gold,1,0,0,1,11,68,5,6000,0
M,Tin,0,0,1,0,10,59,9,0.01,0
M,Gold,0,0,0,1,7,64,26,7828.53,0
F,Gold,1,0,0,1,6,69,13,14958.67,0
F,Gold,1,0,0,1,12,55,28,14800,0
M,Silver,0,1,0,0,9,76,8,0.02,1
F,Gold,1,0,0,1,7,63,4,10000,0
M,Platinum,0,0,0,0,2,43,7,24053.35,0
M,Tin,0,0,1,0,6,49,5,0.01,0
F,Silver,1,1,0,0,9,75,2,5000,0
F,Silver,1,1,0,0,14,72,7,3026.67,0
F,Gold,1,0,0,1,10,70,1,8000,0
F,Silver,1,1,0,0,13,37,4,3000,1
M,Platinum,0,0,0,0,11,66,15,31000,0
M,Silver,0,1,0,0,8,64,9,3000,0
F,Tin,1,0,1,0,11,42,4,0.01,1
F,Tin,1,0,1,0,4,69,4,0.01,0
F,Silver,1,1,0,0,13,74,6,2000,0
F,Gold,1,0,0,1,4,72,29,6955.32,0
F,Tin,1,0,1,0,10,78,9,0.01,1
F,Silver,1,1,0,0,5,35,3,3000,0
M,Silver,0,1,0,0,10,53,1,1800,0
F,Silver,1,1,0,0,9,74,4,1000,1
F,Tin,1,0,1,0,14,54,9,0.01,1
F,Silver,1,1,0,0,5,68,21,4000,0
M,Silver,0,1,0,0,10,76,6,2000,1
F,Silver,1,1,0,0,3,48,12,44.12,0
M,Silver,0,1,0,0,4,29,5,600.01,0
F,Gold,1,0,0,1,9,33,13,12000,1
F,Tin,1,0,1,0,3,55,5,0.01,0
F,Silver,1,1,0,0,11,47,10,3000,1
F,Silver,1,1,0,0,11,32,5,0.02,1
F,Silver,1,1,0,0,12,69,8,3000,0
F,Silver,1,1,0,0,6,52,11,1000,0
F,Silver,1,1,0,0,1,46,5,1000,0
F,Gold,1,0,0,1,5,63,8,10000,0
M,Tin,0,0,1,0,11,41,5,0.01,0
M,Silver,0,1,0,0,10,71,4,2161.72,0
F,Silver,1,1,0,0,14,48,4,3900,1
F,Gold,1,0,0,1,13,76,14,17554.29,1
M,Gold,0,0,0,1,8,46,2,6000,0
F,Tin,1,0,1,0,5,43,5,0.01,0
F,Gold,1,0,0,1,12,73,7,6053.35,0
F,Silver,1,1,0,0,10,48,10,200,0
F,Silver,1,1,0,0,6,58,1,1000,0
F,Silver,1,1,0,0,12,54,2,3000,0
F,Tin,1,0,1,0,9,49,5,0.01,1
F,Silver,1,1,0,0,10,66,3,5000,1
F,Tin,1,0,1,0,10,44,4,0.01,1
M,Gold,0,0,0,1,21,33,9,6000,1
M,Platinum,0,0,0,0,12,70,29,30075,0
F,Silver,1,1,0,0,10,50,4,1000,0
F,Gold,1,0,0,1,6,68,12,6000,0
M,Gold,0,0,0,1,10,43,5,6000,1
F,Silver,1,1,0,0,12,65,8,50.01,0
F,Tin,1,0,1,0,7,51,8,0.01,0
F,Gold,1,0,0,1,6,52,4,6053.34,0
F,Silver,1,1,0,0,6,46,9,3511.53,0
F,Gold,1,0,0,1,10,71,5,6000,0
M,Gold,0,0,0,1,5,59,1,6000,1
M,Gold,0,0,0,1,4,76,13,15527.42,0
F,Gold,1,0,0,1,7,71,4,12000,0
F,Silver,1,1,0,0,7,24,5,3000,1
M,Tin,0,0,1,0,8,52,9,0.01,0
F,Silver,1,1,0,0,4,50,5,5000,0
M,Silver,0,1,0,0,10,55,5,5000,0
M,Silver,0,1,0,0,10,66,2,5000,0
F,Silver,1,1,0,0,8,59,4,2000,0
F,Gold,1,0,0,1,24,51,1,11500,1
F,Tin,1,0,1,0,11,34,9,0.01,1
M,Tin,0,0,1,0,6,76,7,0.01,1
M,Tin,0,0,1,0,6,39,1,0.01,0
F,Gold,1,0,0,1,10,56,5,6187.2,0
F,Tin,1,0,1,0,10,59,5,0.01,0
F,Silver,1,1,0,0,5,59,4,4000,0
F,Tin,1,0,1,0,7,38,5,0.01,1
F,Silver,1,1,0,0,9,72,3,5000,1
F,Gold,1,0,0,1,11,64,4,12000,1
F,Silver,1,1,0,0,9,43,8,200,0
M,Silver,0,1,0,0,3,67,1,5000,0
F,Tin,1,0,1,0,8,39,5,0.01,1
F,Tin,1,0,1,0,8,67,5,0.01,0
F,Tin,1,0,1,0,8,62,5,0.01,0
F,Platinum,1,0,0,0,7,62,2,57452.71,0
F,Gold,1,0,0,1,7,67,2,6000,0
F,Platinum,1,0,0,0,10,55,12,54491.89,0
F,Tin,1,0,1,0,7,53,5,0.01,1
M,Silver,0,1,0,0,6,50,1,3000,0
F,Gold,1,0,0,1,4,79,2,6000,0
F,Gold,1,0,0,1,7,66,2,6000,0
F,Gold,1,0,0,1,11,65,5,6000,0
M,Silver,0,1,0,0,9,53,3,3000,0
F,Silver,1,1,0,0,3,64,6,5000,0
F,Gold,1,0,0,1,13,73,1,6000,0
F,Tin,1,0,1,0,11,58,8,0.01,0
F,Silver,1,1,0,0,10,57,9,420.01,0
M,Tin,0,0,1,0,11,50,5,0.01,1
M,Tin,0,0,1,0,6,43,8,0.01,0
F,Silver,1,1,0,0,10,53,4,1000,0
F,Silver,1,1,0,0,15,72,2,1000,0
F,Silver,1,1,0,0,17,71,4,2000,1
F,Silver,1,1,0,0,8,56,10,360,0
M,Gold,0,0,0,1,7,66,14,12000,0
M,Tin,0,0,1,0,7,45,7,0.01,0
F,Tin,1,0,1,0,4,64,5,0.01,0
F,Gold,1,0,0,1,6,70,8,14100,0
M,Silver,0,1,0,0,6,50,8,0.02,0
F,Gold,1,0,0,1,9,66,2,6000,1
F,Gold,1,0,0,1,9,62,12,12160.99,1
M,Tin,0,0,1,0,16,41,7,0.01,0
M,Tin,0,0,1,0,7,47,5,0.01,0
M,Gold,0,0,0,1,10,69,4,11000,0
F,Tin,1,0,1,0,11,34,9,0.01,1
M,Tin,0,0,1,0,4,50,8,0.01,0
F,Silver,1,1,0,0,12,32,1,100,1
F,Silver,1,1,0,0,18,52,7,50.01,1
F,Silver,1,1,0,0,13,35,12,1799.99,1
F,Gold,1,0,0,1,12,59,11,6000,0
F,Gold,1,0,0,1,3,57,5,16000,0
M,Gold,0,0,0,1,9,66,14,15000,0
F,Gold,1,0,0,1,8,51,2,6000,0
F,Silver,1,1,0,0,5,64,5,3000,0
F,Gold,1,0,0,1,10,68,6,6000,0
F,Silver,1,1,0,0,5,26,8,600,0
F,Gold,1,0,0,1,9,49,4,10000,1
M,Silver,0,1,0,0,11,54,1,2112.5,0
F,Tin,1,0,1,0,3,44,5,0.01,0
F,Tin,1,0,1,0,5,49,5,0.01,0
F,Silver,1,1,0,0,5,28,5,600,0
F,Silver,1,1,0,0,3,58,18,1000,0
M,Tin,0,0,1,0,8,40,8,0.01,0
F,Tin,1,0,1,0,13,62,8,0.01,0
M,Tin,0,0,1,0,11,48,5,0.01,0
F,Gold,1,0,0,1,13,58,9,6000,0
F,Gold,1,0,0,1,7,58,4,10050,0
M,Tin,0,0,1,0,9,61,5,0.01,0
F,Silver,1,1,0,0,3,66,5,5000,0
F,Silver,1,1,0,0,7,33,3,3000,0
M,Silver,0,1,0,0,8,48,8,55.01,0
M,Gold,0,0,0,1,2,47,2,12000,0
F,Gold,1,0,0,1,9,39,3,16755.88,1
F,Tin,1,0,1,0,13,44,8,0.01,0
F,Gold,1,0,0,1,5,42,1,14280.79,1
M,Tin,0,0,1,0,17,34,4,0.01,1
F,Silver,1,1,0,0,4,74,5,1500,0
F,Tin,1,0,1,0,4,41,5,0.01,0
M,Silver,0,1,0,0,9,48,10,500,0
M,Silver,0,1,0,0,9,55,2,2050,0
F,Silver,1,1,0,0,15,50,26,1440,0
F,Silver,1,1,0,0,6,67,9,3000,0
M,Gold,0,0,0,1,23,38,1,5400,1
M,Silver,0,1,0,0,9,75,11,3000,0
F,Silver,1,1,0,0,12,30,1,2520,1
F,Platinum,1,0,0,0,6,71,1,25000,0
F,Tin,1,0,1,0,11,28,8,0.01,0
M,Silver,0,1,0,0,10,66,9,2000,0
M,Silver,0,1,0,0,17,50,3,12.29,0
F,Tin,1,0,1,0,8,65,4,0.01,1
F,Tin,1,0,1,0,6,48,4,0.01,0
M,Gold,0,0,0,1,6,55,5,6000,0
F,Tin,1,0,1,0,11,38,8,0.01,0
F,Tin,1,0,1,0,11,51,9,0.01,0
M,Silver,0,1,0,0,9,66,1,3000,1
M,Gold,0,0,0,1,10,47,2,6000,0
F,Gold,1,0,0,1,12,53,3,10000,0
F,Silver,1,1,0,0,8,42,17,850,0
F,Gold,1,0,0,1,12,55,3,9000,0
M,Silver,0,1,0,0,15,33,8,600,1
M,Gold,0,0,0,1,7,58,4,6000.01,0
F,Silver,1,1,0,0,7,59,1,500,0
F,Silver,1,1,0,0,10,52,3,1698.95,0
F,Tin,1,0,1,0,9,48,8,0.01,0
M,Gold,0,0,0,1,12,65,5,14000,1
M,Platinum,0,0,0,0,12,62,3,24901.94,0
M,Tin,0,0,1,0,11,48,5,0.01,0
F,Gold,1,0,0,1,3,61,3,18000,0
F,Tin,1,0,1,0,16,31,5,0.01,1
F,Gold,1,0,0,1,7,78,27,16146.24,0
F,Tin,1,0,1,0,6,64,8,0.01,0
M,Tin,0,0,1,0,7,47,5,0.01,0
F,Tin,1,0,1,0,5,64,5,0.01,0
F,Gold,1,0,0,1,12,51,4,6000,0
M,Tin,0,0,1,0,12,53,5,0.01,0
M,Gold,0,0,0,1,8,57,3,10000,0
F,Tin,1,0,1,0,5,33,5,0.01,0
M,Silver,0,1,0,0,6,56,9,800,0
M,Silver,0,1,0,0,11,59,9,1000,0
F,Platinum,1,0,0,0,6,73,3,20583.75,0
F,Gold,1,0,0,1,3,71,17,6000,0
F,Tin,1,0,1,0,5,57,11,0.01,0
F,Tin,1,0,1,0,8,49,9,0.01,0
F,Silver,1,1,0,0,6,61,7,3000,0
F,Gold,1,0,0,1,9,71,2,12000,0
F,Tin,1,0,1,0,7,45,8,0.01,0
F,Silver,1,1,0,0,12,55,8,1000,0
M,Tin,0,0,1,0,5,51,10,0.01,0
F,Silver,1,1,0,0,10,66,2,4000,0
M,Gold,0,0,0,1,5,68,31,6000,0
F,Silver,1,1,0,0,10,63,8,100.01,0
F,Silver,1,1,0,0,9,30,1,4800,1
F,Tin,1,0,1,0,6,52,11,0.01,0
M,Tin,0,0,1,0,10,29,5,0.01,0
M,Silver,0,1,0,0,5,72,11,1000,0
F,Silver,1,1,0,0,6,56,9,1500,0
F,Tin,1,0,1,0,12,45,5,0.01,0
F,Tin,1,0,1,0,9,38,5,0.01,1
F,Silver,1,1,0,0,10,53,8,3200,0
F,Silver,1,1,0,0,10,57,5,2000,0
F,Tin,1,0,1,0,7,41,9,0.01,0
F,Gold,1,0,0,1,13,37,1,6000,0
M,Gold,0,0,0,1,10,71,9,11000,0
M,Platinum,0,0,0,0,7,62,3,20498.14,0
M,Silver,0,1,0,0,12,33,4,780,1
F,Silver,1,1,0,0,16,57,5,5000,1
F,Tin,1,0,1,0,6,48,8,0.01,0
F,Tin,1,0,1,0,8,48,9,0.01,0
F,Silver,1,1,0,0,7,37,1,2000,0
M,Tin,0,0,1,0,8,43,7,0.01,0
M,Silver,0,1,0,0,7,62,12,508.87,0
F,Gold,1,0,0,1,13,59,5,6000,0
M,Silver,0,1,0,0,12,60,7,1000,0
F,Tin,1,0,1,0,13,79,9,0.01,1
M,Tin,0,0,1,0,7,68,8,0.01,0
M,Gold,0,0,0,1,9,51,4,6000,0
M,Silver,0,1,0,0,12,35,1,3000,0
F,Gold,1,0,0,1,9,48,3,12000,1
M,Tin,0,0,1,0,5,49,4,0.01,0
F,Tin,1,0,1,0,13,58,5,0.01,0
M,Silver,0,1,0,0,10,47,8,50.01,0
F,Silver,1,1,0,0,11,76,5,615.46,0
